x,y
2537474.937466332,1161972.631986481
2530372.088521321,1155867.9494258275
2543543.7769110827,1153708.056107122
2528292.627711484,1155917.2356370285
2531004.7523674225,1157255.0779245128
2541006.222490232,1158894.9222756121
2539834.014357923,1161871.850456692
2534529.2594896522,1149307.0320213775
2537550.27570418,1155084.3038134568
2537510.579695539,1157455.1982274884
2538260.3345012567,1158701.926130386
2534252.4451406053,1155643.6700861435
2533112.6864143726,1159898.311837929
2535853.858550866,1158508.650733518
2533021.6187855913,1161082.4386529033
2531350.2902523195,1149886.648820611
2539471.35522662,1155490.1982092832
2530993.2373208855,1149117.0357152014
2538679.1791755115,1157585.839744888
2537075.997416066,1149793.0744884536
2540973.3962278157,1155145.6659724023
2543806.9374239063,1157233.4132412698
2534866.106711723,1159391.2129143984
2543646.528233254,1151580.1424115086
2541550.7578248344,1155556.1086807507
2533336.7984166564,1154929.2632778033
2545744.8309020945,1150433.8619058593
2532382.8714932287,1149437.776339443
2536781.5192185463,1157666.9569364442
2529382.586899441,1151616.325870127
2528244.47038247,1155759.8525356934
2538588.688644788,1151178.9752470988
2542441.23855684,1159600.1503883498
2529921.200408363,1154536.4036303433
2538640.262773809,1150479.3698142525
2541478.934671582,1160299.0437990404
2528397.786662283,1153322.3174614534
2531627.1532034883,1158248.8906343698
2541109.567740439,1155530.5450235016
2533980.964185021,1156749.7900212167
2545810.087267583,1155580.709182067
2542602.4060979807,1154026.5225005895
2529841.4317841325,1158002.9935794168
2543024.939280085,1151470.538926365
2537729.0664600437,1158609.0995373987
2536661.510353132,1155498.4542841986
2538102.9145124983,1152238.1025921719
2535726.0384298842,1158100.6754536387
2539735.4001919306,1155840.9908150882
2530563.7462448436,1159606.8674248585
2528344.875762299,1150359.0586329484
2540721.907160606,1159392.0015122702
2531839.1764207273,1161369.6791296366
2544073.8319563065,1150159.863062335
2544765.412803345,1153643.5388938484
2529442.773340625,1156581.9889852025
2533956.2368248943,1156250.3782901834
2544579.580967962,1154702.357667688
2545131.702147013,1159307.6737456312
2541979.8635655316,1157943.7272060723
2536876.0453848247,1151425.8387237312
2539176.915237778,1160272.20449659
2545748.9376674574,1152864.0275183266
2535929.1374357035,1161940.6625487972
2545941.698013097,1159259.9521160251
2536499.108373385,1149573.6164243284
2536046.0162904104,1159225.7409213802
2545942.2757127164,1151890.858108681
2539301.177072158,1160175.2804360855
2531934.847454937,1151138.3417782465
2538076.043994099,1158218.1071692186
2532440.509642185,1160236.8296498314
2543102.159158009,1152705.386593991
2529305.3459727177,1157782.5753379208
2533864.6829704316,1161332.7942667622
2543231.3865667246,1156926.1223584623
2540812.0963461325,1158618.9584917056
2537813.011355406,1150445.0432993425
2540678.297766126,1161326.875216082
2530539.976837706,1161255.9122190322
2529144.881216615,1158615.1178583598
2538127.5153731797,1156472.4419323832
2531293.7005037838,1155961.065910192
2529838.8047940107,1156199.3371317382
2537851.15504633,1150972.218880887
2537374.566073316,1161208.7152687013
2541742.094720408,1161449.0306707013
2530401.674743872,1158537.890955974
2533816.640181273,1161562.785850369
2533424.132579701,1149194.346357491
2545035.3667126377,1154017.7348052245
2543673.743196174,1159566.194248735
2541604.216657099,1160976.6934892694
2544801.665853177,1156076.5466610459
2542152.9112460157,1159116.54157422
2544727.2711467613,1161855.4757315735
2532648.5381370615,1153458.2242245812
2544026.920160031,1149795.8816744369
2534940.7649886743,1159748.4039458935
2530814.005805055,1150307.7905093415
2535490.708973529,1150488.272193792
2534973.0074429843,1151769.7680471533
2544772.639034797,1155513.0843826479
2544144.663743784,1160738.4833825908
2533011.5988949137,1153011.6171548807
2534391.381856089,1152589.1310221155
2543549.6877174308,1152265.581922585
2540466.308272128,1152803.7904941204
2528112.5072899093,1149586.937643661
2528879.4639886618,1153218.387486004
2545223.5209788335,1151587.4301732392
2536974.0277803172,1161523.306598484
2531769.3181307777,1153613.389730688
2545815.8229438784,1156281.0781815425
2541849.0285774902,1161861.9593426746
2537889.938718177,1149432.579087008
2537053.5765432436,1150970.3112768056
2528508.0310403556,1161147.4820243744
2536330.253571457,1151711.4976786922
2545831.382279111,1153957.6717728123
2532930.357402153,1160534.0021437835
2530513.7884451402,1157543.2933921786
2529968.1032871017,1160049.8888183744
2530897.6996076168,1158266.2852865316
2531814.4344472424,1161642.6023519372
2531307.5136021017,1152118.8512522888
2544482.1391457715,1155131.8112344178
2532693.840778265,1161053.3276119758
2533856.3440825664,1159766.8745021904
2536313.665603016,1160275.1007654432
2534609.67402541,1161795.7791905354
2528706.976794476,1154245.3052260412
2540306.138675737,1161202.5716164308
2534999.970859297,1161782.5819418177
2538702.332189745,1152780.7396390517
2538236.008111361,1158311.4516139892
2534699.55697671,1159474.6838974864
2541613.3894264926,1153448.2270636242
2542188.356525801,1151084.1149629997
2537564.870387627,1156560.6734141298
2530858.61719772,1152877.896504065
2537244.0215742425,1159676.1744448133
2536074.08883157,1154858.4749385458
2532688.3493148615,1155233.373053468
2537423.4662873414,1157494.0670204854
2537501.7081012647,1159587.9028676504
2544640.703203848,1158647.5072525279
2540750.9372714525,1157774.0593831097
2531185.4387732903,1150384.8653407895
2537491.4397301143,1158145.7601388765
2529040.5283939512,1150258.1037255405
2529638.993424106,1157894.381768795
2528440.7536510783,1152012.120605148
2543177.944830198,1161144.3530728265
2534769.077801759,1151738.963777292
2542721.2319993395,1160682.8181070741
2533692.1401387807,1150779.6831513962
2534488.0640714737,1160742.6170490445
2538290.098495547,1150792.8286835847
2537943.645632818,1161879.1057543724
2540316.7929561893,1159439.2323587253
2545791.5541208647,1155300.5022014116
2534992.0699933576,1158587.394104457
2531078.544168601,1156145.9879967556
2529270.4976000586,1154176.3351697163
2529998.3235828076,1149649.8952748613
2539193.200397308,1160300.966144317
2537359.8925303826,1160163.104496047
2534945.946397492,1152654.69939822
2533269.88298275,1150110.144076357
2536314.9107328453,1156089.1205362168
2543964.2215815377,1151296.6924122008
2540411.0086852876,1149444.3159380485
2531302.608717682,1157721.3650165622
2530304.8600834436,1158736.670638844
2536549.7145512053,1152855.3623823915
2533865.972712111,1152679.834370747
2531670.4538958007,1153390.6948717888
2537758.59497931,1160804.444814648
2534874.5645108973,1158627.4373486307
2533287.2919050935,1160979.0613000658
2541459.972960409,1161925.9984090135
2542808.9297157405,1154392.206014361
2533011.4144931007,1154037.1916023192
2539467.676633429,1149873.063802773
2542371.38746217,1159037.8059993137
2540108.7276540827,1157965.4047859272
2539024.2384795817,1160069.5978761464
2539740.5101732714,1151801.701344661
2543409.629146137,1150622.8492624576
2529236.9891417064,1149159.3340479413
2541610.5774738956,1149361.7235173164
2529201.581380573,1160511.5160404413
2528017.073899764,1160956.8761789617
2545961.356128289,1161486.5767512834
2530448.0079243137,1154561.1741531282
2539261.5693427697,1155744.0163324664
2535719.9493137016,1150693.01900773
2531224.2941900995,1154658.9673013894
2528586.0118319076,1155614.4979475904
2544526.477987309,1149897.3098896963
2529146.8879112424,1160670.452943424
2533083.642597439,1155330.5964127881
2544144.961185392,1150736.2523686267
2537536.737428395,1161067.5804935463
2543410.504003241,1149012.948825507
2543309.8591373563,1159961.8278541437
2542245.531868881,1157062.3671513987
2537593.1510548317,1158132.3451319537
2542197.5154587724,1151768.7568101771
2539921.2508891267,1161613.36341966
2535540.204782961,1157875.7219367363
2540136.645721792,1160930.5549795898
2542254.5106015694,1158006.3400656125
2532757.8162630377,1159506.7275324888
2533307.3428178974,1156874.2300565594
2537078.6777258418,1154909.4457515234
2538528.7241641586,1152559.5542202038
2537456.010955232,1159910.3452370355
2531431.8194979564,1155849.6977821714
2543381.6787546487,1158061.1110493217
2533379.225568578,1154891.2790525127
2533307.7701563165,1157610.8898834232
2529797.3311355836,1149905.2362186767
2538375.5046266927,1159335.5882623687
2545696.8614810314,1158248.4742259076
2539025.7232435606,1149554.0148200174
2536457.127310996,1156795.8127461546
2529448.196155431,1150356.8944175234
2542905.757302212,1155040.420464418
2545667.9532609526,1159999.7327740483
2529881.0137654413,1158588.4118963366
2540340.2023506216,1156459.9816204025
2542779.6878559147,1160376.3027067622
2535749.9477645056,1161932.1201963802
2528131.358306208,1153567.1347966366
2528402.5751634785,1156034.201751545
2531292.6265712483,1151848.1717831702
2532315.635848497,1159512.7186606962
2529164.366431615,1161932.9689147426
2530877.390009448,1153473.3256877093
2535888.7968123546,1150657.7208688364
2543667.719306797,1160026.076658374
2540806.1986979307,1149615.3244566217
2541219.6678811028,1157406.545813711
2541687.065633461,1149450.6171213367
2533319.1349690133,1156072.4191543453
2529132.7283428055,1153672.5745275964
2532223.6634683753,1155261.1485263307
2538731.3849917892,1155779.8481906438
2543676.237779778,1158030.2599842693
2530487.2535868892,1150942.3545605491
2534893.0737336,1158030.768104156
2535315.117632974,1156449.394820216
2533497.5074541913,1154233.2974313558
2531398.792298927,1156557.6584351605
2534201.3302363637,1154256.7374746252
2536612.905296468,1150538.7104800413
2545957.5224586423,1149542.7802968272
2538025.9744178583,1155112.1901616647
2539955.6249033003,1161237.4709373694
2544899.7727213944,1152971.1891091757
2540277.5162993823,1160023.4199494857
2532756.533661761,1150043.1367222683
2529269.312495208,1149848.4286552412
2544876.5289396467,1156158.015888722
2535362.2123926515,1153077.0432267236
2533101.916725659,1151540.0412107727
2534418.6729417937,1155499.4150595313
2543135.546891319,1161148.3782086836
2542886.6519066286,1160320.8256584415
2544605.9700877923,1150470.298789023
2536176.106224519,1151683.9127432625
2531024.1092720805,1156394.1371262881
2545612.273972432,1150083.5922950623
2540244.0426423317,1159713.9915637365
2539599.017978158,1154567.4392157495
2537220.2197734932,1154952.8326315258
2528320.159598963,1153171.7535681692
2529923.458258433,1161396.5117015063
2543297.9395642877,1149553.145102163
2538192.0562717034,1157462.4711765363
2537896.9897181992,1160710.5973838894
2535900.921869784,1159458.9304591282
2544208.489245855,1154323.339038618
2538502.247818381,1158222.139756301
2542865.25888788,1155456.2362053504
2538252.9728994863,1151462.896217888
2529898.6162802954,1152388.8672386047
2538430.9713377296,1155128.0882909722
2544912.4017938515,1156361.2586146342
2545355.09531978,1161782.2596708962
2542153.0605381145,1157230.0555319216
2537631.0132395094,1154022.8062362708
2535210.3006835873,1150135.1144498526
2537953.069472699,1154017.863393139
2534289.7704484384,1161902.0287146396
2542682.2253602357,1153515.606298685
2540130.619944186,1149672.4588241004
2535110.230774943,1150105.3493828152
2541779.475605541,1159695.423800238
2545243.958756307,1158831.1447428404
2535836.726849656,1161816.2901582012
2537983.065298947,1158985.8246066358
2537515.2688168576,1161481.5073257145
2543355.4869365916,1150300.9700457032
2535173.4149326286,1149642.0331685483
2535449.4280872717,1156327.5743665209
2538312.3460652344,1150945.607865322
2533967.432123382,1155972.3465338505
2543608.874712498,1149940.9794007428
2541007.620650226,1154799.7897112046
2538993.175031972,1149284.3028076196
2533352.966158482,1151223.6285295712
2533239.2464139615,1160826.499838965
2543195.835455532,1161140.719988184
2531388.880623587,1159060.7392765034
2540014.186394777,1151024.1464698305
2544595.136575003,1161919.8493201279
2541753.0677753626,1153166.758117936
2540675.4956452143,1157447.929547228
2536591.9476274718,1158635.6387740234
2545963.2035102127,1159258.9343679806
2530343.9306077333,1152447.1970023848
2545960.248350353,1152868.9290661283
2536318.895054978,1154208.9965133325
2532650.822354584,1153745.0559954885
2533941.9462996465,1155930.9234046116
2541748.7917005527,1156412.058008008
2541344.9262312977,1150943.2357354541
2538212.9683501176,1160516.3720615273
2538848.068442759,1159379.0265135586
2538546.1411806196,1158330.6849200847
2533122.146896214,1152356.0333874482
2534750.490999042,1153218.9292334868
2533722.222498978,1161112.707394429
2528876.870242117,1159209.4050666424
2542396.7445935733,1151624.2022682633
2532043.4929149346,1159135.4158112165
2544542.4247984416,1157186.6155789595
2540824.411102094,1161980.3273903069
2542100.8548173653,1153838.8500147767
2544214.6641401565,1151278.844445946
2540868.5208335635,1156025.1065197685
2538760.8105179137,1160787.5438817472
2537850.5447447463,1150771.1557492695
2543731.6136777364,1151810.8895763482
2534316.8727742913,1152108.1114184102
2536385.9727872596,1152882.4082126592
2535798.902301794,1155926.6216742597
2545142.0276522893,1159842.2701934124
2537372.4745584703,1151250.3824709875
2538183.309536031,1155315.777514174
2540202.3800951317,1152649.3314668422
2533881.491699918,1158995.2592760504
2541262.034392948,1149964.5284471007
2541107.2968003727,1160946.3152674932
2540157.6435625637,1153088.3158632687
2532510.897349942,1157584.1222248923
2541337.820448323,1153680.6965317635
2530740.4315967523,1155087.8304822578
2545524.863499007,1152207.4666640395
2545126.7215079786,1155556.5317162299
2534716.1578253224,1158584.8384600643
2529376.8504647166,1149623.020206917
2542833.838981624,1155321.1397251294
2544568.2820049534,1151560.200630477
2528155.1211626474,1152277.8619420375
2539709.085242176,1159594.5637751648
2532198.3939781957,1153110.0565904502
2541125.2640966466,1159919.5415001318
2529023.8512855163,1154484.7417547924
2531080.5492013376,1155513.2543156205
2538209.939870261,1153152.5861538043
2536566.9647526494,1160018.935425582
2530395.928361451,1149552.8258923325
2537581.654345609,1149914.7210924714
2538215.768575216,1150418.5949963203
2539507.252301146,1151674.6542358606
2539525.147249269,1159244.2344764152
2532594.9444188257,1152415.917405132
2539063.0631570905,1159760.8410222528
2545379.1997792795,1158279.1161489887
2530267.258617595,1161901.0053673205
2530778.7405948737,1155429.5119253423
2528878.458695446,1149096.203596816
2538985.366085458,1152904.8518965668
2545084.640126151,1153807.8716962098
2544964.5461235186,1154047.4998995613
2539016.3513078727,1151366.4319511729
2544959.6628737957,1160706.6317474141
2541724.2292315816,1152189.513561483
2529484.1969588897,1155685.8069435956
2539191.489936568,1152263.61412782
2538477.5048122695,1156874.9294240805
2530574.7231427166,1154913.7579653559
2536579.2938467055,1149881.8797519386
2529738.976379678,1149129.95749043
2540242.2542922506,1151741.2501301013
2530204.564775158,1154114.9524523627
2539583.551923992,1158751.1854002925
2540072.918273521,1155525.5296093524
2529558.6114484677,1154500.5595177712
2529976.0650189747,1155654.5976625965
2541931.7807669695,1159925.828196041
2532777.2004148085,1152148.755473247
2535083.335637263,1158160.9049566993
2537342.718590584,1151072.2250737674
2542957.0443960903,1156188.8345778831
2544450.5450537633,1156154.588258505
2531235.413542774,1157213.675028405
2539736.100093933,1155720.4113924995
2544942.704073618,1151081.8709753074
2529786.327156731,1151279.4975328164
2544556.411626305,1155640.7061979254
2538983.2225597925,1154076.4920777702
2529466.9598221895,1160334.3449851759
2534095.200917867,1155494.570875197
2545534.482159788,1158883.329811161
2535466.165945905,1157424.322500632
2535269.8628962436,1153063.8913227401
2539309.6170129064,1153626.4367957686
2541498.0962628038,1153299.060907415
2543845.323124334,1160558.8114090604
2534404.9595893803,1161237.710821865
2533019.270959518,1160454.056236219
2544824.6680535,1156467.9881114638
2543468.0450745127,1154595.2438713294
2540583.7621026817,1153469.8495440148
2543986.878111394,1161630.293109298
2537742.625679801,1159630.7947186753
2544095.0200745463,1150546.6936002793
2528126.942439385,1161874.43088008
2545001.130794019,1160590.9810047664
2535850.4664828684,1158812.6168413993
2543357.899013285,1160095.6714948635
2536822.257732723,1152501.5449727806
2540376.60635186,1153378.2491707276
2533789.6095243203,1150361.7582327067
2528028.9494847464,1160815.9482358429
2540855.953156346,1157562.320005753
2545720.6381017766,1161333.8874418573
2528361.4551801225,1156036.2598293358
2533238.22844839,1156461.7312077072
2541296.0288665947,1150351.4421787243
2538155.6304251743,1154893.2104428313
2545227.645215985,1154337.913779954
2542788.623132667,1153656.9131259231
2545810.7580585065,1152078.7434078844
2537077.780564344,1159873.8516424303
2544133.42360354,1150991.0992226973
2532015.136940905,1159551.104189534
2544782.6513931304,1159253.2733000102
2535337.8624796877,1156047.3196067724
2535760.96117012,1160893.409757522
2530189.623429281,1155614.5743973798
2535662.596765072,1154118.2275178405
2538028.5391227747,1153938.1931571013
2531877.477186112,1154159.1973270874
2536804.433355135,1154944.3277114865
2537993.8617376992,1159352.6908569671
2531480.210063078,1159933.4744516208
2536510.0390338143,1157250.2353491208
2529213.930936467,1160590.311944043
2539272.061806273,1157530.6954533027
2530608.622153497,1158921.2388548106
2545297.5029942235,1156117.9181155162
2541356.098470734,1151673.231996989
2543570.1301515363,1157283.6249730578
2533509.0392993903,1151645.387561967
2531912.0778201795,1158035.6818691462
2530180.9270859384,1160070.049037786
2535716.543016444,1149886.4943529211
2535435.578089616,1153390.6016969269
2534617.0627742345,1149661.091391401
2545531.540550155,1154678.337200447
2536725.7410741905,1152831.8739393482
2528079.2017470887,1150760.636032472
2531055.7278624023,1156081.8886056251
2542650.3970767115,1154850.2467517904
2535774.004439791,1157787.5511661666
2534290.9028917137,1156183.8484132856
2542670.7971577244,1154921.8376225515
2539028.03288617,1155509.1702502985
2543062.0970299444,1155833.941075671
2530853.954474317,1154657.5976829438
2542273.467247762,1156876.0983530872
2536461.9854411692,1157119.1714837675
2535330.0654902486,1160856.6704358584
2539311.0355956745,1160951.8781932674
2536222.2919974355,1150187.6609704022
2540521.5002619117,1157657.8621130232
2534361.182259924,1159552.6463146114
2535421.7781714564,1157893.0126183624
2530580.5582277626,1150311.1095150714
2528987.0935028773,1153356.6188182384
2543546.310428878,1152146.8815037878
2543634.6987550166,1152682.0266961108
2542425.6632081554,1157708.0326927349
2531737.1693166187,1158946.3940127431
2545217.519355554,1149343.83378417
2535748.8544913637,1155030.8375723772
2535586.777403178,1153474.2966533217
2538766.5304806908,1150370.1878725437
2531276.7669374645,1154660.2947293962
2531828.9165727636,1159911.6902401051
2534077.0602849936,1158752.7695071397
2536053.175744856,1154044.4784095103
2528868.9550867607,1152872.8158176271
2538851.223546323,1159302.7648974843
2545176.748797375,1158455.0322732287
2540812.8023528056,1156588.2698514732
2535454.4727188926,1153277.7579050038
2545265.4016602533,1159264.318817584
2544376.677875576,1159363.827105045
2534789.505062281,1161340.8481331673
2543550.5647997153,1151942.5576194313
2545457.8996858303,1161593.832420591
2528149.8539923267,1161547.5797201034
2545576.9064918472,1154945.2620000944
2539077.8398978286,1158908.848195927
2544450.481552625,1155686.439927355
2537533.1678658067,1153391.5983815836
2536509.2833682518,1160356.437869232
2545768.504742632,1155929.6762852804
2531623.0062350645,1160727.731158587
2532197.46589166,1159436.8315521076
2528513.068384709,1161354.7004419297
2543268.740298375,1160915.6097332588
2543289.4823187566,1158406.6226374537
2537644.7704617768,1152896.735831825
2538752.610562654,1158350.3373544004
2534715.035871654,1152456.525032663
2528528.315111685,1153945.1870783335
2544467.9901413694,1153279.1508254008
2532879.5388078424,1149779.0205714027
2534692.9834328555,1157315.1623251126
2542088.8416825486,1154725.7258212694
2528249.8101573694,1153743.6493987166
2535083.432898595,1156837.081780892
2529036.0890780743,1153750.0052225064
2542657.062347113,1152884.830719959
2532773.4038222968,1152350.5353291663
2536919.8111356907,1154881.0091206918
2537696.236494742,1161355.356742878
2538517.807341226,1154837.506286052
2537808.104563957,1149101.8487787158
2545110.3744567544,1150265.5898007033
2538091.3543214877,1156555.9068221205
2534860.6738196663,1150032.3693842178
2528598.2042012643,1149391.0746486615
2534233.1324569914,1158797.6880476812
2543920.925915553,1160580.4817246532
2534113.4155050963,1154396.349962557
2535768.1814553323,1149458.261951048
2528290.1704323627,1157473.7942097646
2534475.078196854,1158057.171054739
2544921.834691623,1161503.186609038
2539642.4645456187,1154268.8798030196
2540212.8144816994,1158199.164698174
2542208.5157744167,1161947.768007201
2537066.4887813204,1161214.0045154889
2545069.063252598,1160460.4011241894
2541991.449078395,1160500.4084584764
2533212.568023202,1151375.6088332988
2538220.3891957505,1155308.9666246322
2544353.4652552404,1152453.4604250663
2534194.916840881,1157321.6509836388
2531228.2716514496,1156595.639854688
2544555.835887698,1152796.7771190724
2537347.2450520433,1150274.1190833629
2545444.7165128486,1156949.1018393277
2540733.0736544407,1156901.5499873147
2544971.9734507827,1156400.079148136
2530057.754565212,1159247.1436515874
2528549.160521335,1150471.2381514034
2531817.791000259,1152498.6670175162
2531959.721681524,1150267.5991916163
2544612.9851735462,1153424.5063256554
2537515.6095234095,1149150.158328992
2535068.4597299714,1160126.446146324
2528440.0232254625,1152908.445053576
2545931.4667489654,1160918.0616248343
2545776.7104911236,1149205.2874356047
2536303.2857098603,1149552.2790448149
2530623.678297916,1151361.7564921745
2534818.784187944,1161896.6804560688
2545288.468863343,1160664.8804028025
2528296.9255380826,1156044.8606294668
2535895.846880954,1152681.5520889095
2532442.514274504,1152172.4871713216
2540046.985602225,1150401.0868081606
2532382.590280117,1157446.0895098066
2545197.2028181897,1154506.6824152002
2541968.5749470186,1156794.6818853724
2529427.5904834205,1154571.0323919747
2539340.4721955312,1156578.33937091
2538407.1422219835,1161643.7012943716
2530219.551931305,1160682.3433174985
2533177.446131324,1152762.920057899
2528787.6144243362,1155433.322969186
2534421.717156799,1158768.3530399762
2530740.21094507,1150614.257027373
2530723.271635996,1151787.511127044
2542985.45316296,1152664.9819177818
2544344.873468208,1154289.4456973975
2545097.5575224306,1149083.2923143485
2541205.715921197,1153429.2706245356
2537227.7085270165,1152253.8493891126
2539264.7815211136,1149778.773737137
2535811.5646283617,1158730.1030530583
2544541.127395487,1159802.9990152484
2530444.931223327,1151959.1214924017
2535056.5519485925,1149969.1704824292
2538804.314764852,1157347.6721134628
2540551.742774355,1150863.2907758125
2540055.3326402092,1160379.2594255854
2538077.181205399,1151114.489314706
2542974.149805186,1153875.1013437293
2530052.679687533,1161199.2711085877
2528982.9535672124,1151089.2918003392
2542526.2439583167,1150431.7502896304
2544083.4014740847,1160725.5124879123
2544302.8549289303,1150279.4111963704
2532211.980915849,1150395.2489081132
2538514.719395336,1156745.865133952
2538757.371892971,1151005.450780653
2532820.647089491,1149414.712377666
2541873.6547834896,1151239.9759397667
2530032.3065562206,1160651.1287053297
2540922.5438868664,1157785.0504224119
2536591.899234258,1152572.826241452
2542240.0227345396,1155870.9611623276
2536678.1137079885,1160991.83792779
2530298.597934005,1152540.161322783
2535796.7222888405,1152340.574967368
2533240.034049935,1155830.3206158367
2537847.2994914125,1150597.4748543578
2528591.132387262,1153296.314305117
2530280.5178313106,1153502.1931517643
2530020.749068392,1151846.325878859
2541890.760889207,1153924.2241359216
2534290.0022002105,1149912.7816859935
2536823.0457736873,1160882.8612382466
2533538.251391853,1152321.072573058
2535513.3731544353,1150213.673659932
2534743.4754025047,1152199.714714805
2531586.938107212,1151793.9105575522
2528031.340899243,1154882.1598162677
2541395.0060359095,1160566.3626806864
2533377.632652594,1153999.420015792
2545110.3125206972,1156445.9035868077
2542626.7250863602,1160806.8699847863
2534726.957893796,1156573.0431936118
2534759.029382548,1157003.5283180939
2531760.55589519,1159889.6204219111
2532876.1347548673,1151690.570292936
2530120.6212379155,1157614.746840732
2532307.972225998,1159010.8203450784
2539238.7521741404,1159990.775952824
2532424.0781957763,1154530.90325201
2540309.2385360072,1161670.5912966626
2543018.6208845605,1158362.60456557
2539811.981497944,1155278.6584229462
2528690.311748978,1153418.8585185069
2531522.379029959,1151453.709914452
2531110.227799134,1157834.2033518942
2529793.2884087665,1151997.0295924998
2533085.0561680505,1157081.1499837516
2539950.8047427675,1153510.0625246463
2531714.8597232797,1161520.546690996
2538344.617125722,1150586.7489510796
2529193.7989956453,1155648.1364635301
2533579.029393738,1155722.2724488508
2541554.169371686,1158083.6313203021
2531977.465893156,1153934.4426622763
2531355.85741553,1155460.9585020435
2532996.0862894002,1160281.8676145256
2545300.774600093,1158945.2392771726
2532973.7878038525,1159208.7047457958
2543825.52076142,1158369.0575072363
2531953.4688370517,1155326.356876453
2539723.187673135,1150712.3556432477
2544169.6447125417,1157953.3935470511
2537041.521579238,1150705.2373953538
2538571.0862923795,1149283.2576313014
2530574.6139776674,1153591.5098941994
2537841.1388111254,1151533.9645730776
2541244.488852268,1158634.0125429777
2541306.4647828224,1157244.1301274828
2535596.6004844126,1159581.631313982
2536706.2187478654,1151535.9886125387
2545423.7134312456,1149733.9709480822
2545080.348437846,1155507.2681919467
2539004.331852639,1152133.2129048563
2538957.3576273746,1149580.4461659105
2530898.5889553903,1156358.8907204417
2530368.4624589565,1160301.5055090429
2534437.3590190224,1154004.8315539192
2529159.074805758,1153953.1289610136
2531893.094629643,1156719.5979475612
2536154.5263752937,1159530.451480788
2528931.9116277765,1161124.5366932447
2534911.2911774777,1154775.8834691502
2541616.5824628347,1161289.740973088
2535186.0195923513,1161847.1549090473
2531068.3912777426,1150315.6026152028
2540491.145661484,1161361.389816184
2545646.1501035476,1159129.443549428
2545203.400751661,1160094.4944971001
2540609.866108826,1159654.8042856914
2538243.7335296543,1149558.4323942258
2528176.9575441577,1161938.5606301748
